worker_id,platform,city_tier,avg_monthly_income,income_stability,income_velocity,working_hours,order_completion,platform_rating,fuel_ratio,expense_ratio,savings_ratio,gig_tenure_months,failed_autopays,credit_score,recommended_loan,risk_category,default_probability
GIG-14375,Urban Company,Tier 1,29392.37,0.215,20.7,51,0.84,4.97,0.204,0.364,0.304,32,1,625,67000,High Risk,0.2328
GIG-14376,Zomato,Tier 1,11000.0,0.632,-8.1,43,0.914,4.87,0.336,0.503,0.107,21,2,489,20000,Very High Risk,0.5197
GIG-14377,Swiggy,Tier 1,19493.15,0.487,1.87,39,0.932,4.69,0.261,0.616,0.02,34,2,491,35000,Very High Risk,0.607
GIG-14378,Urban Company,Tier 1,19321.2,0.086,-5.57,42,0.914,4.53,0.229,0.633,0.081,30,0,532,38000,Very High Risk,0.4511
GIG-14379,Blinkit,Tier 3,19017.52,0.316,-2.68,58,0.976,3.93,0.319,0.63,0.02,56,1,503,35000,Very High Risk,0.5608
GIG-14380,Zomato,Tier 1,33666.41,0.495,32.09,35,0.866,4.94,0.397,0.695,0.02,19,1,643,79000,Moderate Risk,0.1216
GIG-14381,Uber,Tier 2,31006.59,0.559,17.46,40,0.971,3.87,0.131,0.381,0.362,59,1,633,72000,High Risk,0.3217
GIG-14382,Urban Company,Tier 3,24639.01,0.366,-4.66,39,0.98,4.0,0.344,0.392,0.141,45,0,570,51000,High Risk,0.3097
GIG-14383,Uber,Tier 1,44136.68,0.739,4.46,46,0.841,4.64,0.254,0.459,0.182,48,2,626,101000,High Risk,0.172
GIG-14384,Urban Company,Tier 1,21231.45,0.556,12.2,47,0.961,4.31,0.402,0.384,0.076,49,0,646,50000,Moderate Risk,0.0865
GIG-14385,Ola,Tier 2,29795.52,0.499,10.35,39,0.885,4.84,0.29,0.479,0.152,40,0,639,70000,High Risk,0.2637
GIG-14386,Swiggy,Tier 2,13623.27,0.234,-4.0,55,0.815,3.93,0.157,0.661,0.071,17,1,488,24000,Very High Risk,0.5106
GIG-14387,Zomato,Tier 2,30601.74,0.788,-10.63,40,0.825,3.89,0.152,0.331,0.407,25,2,603,68000,High Risk,0.297
GIG-14388,Ola,Tier 3,31424.45,0.668,7.47,40,0.786,4.71,0.23,0.377,0.302,43,0,687,79000,Moderate Risk,0.119
GIG-14389,Zepto,Tier 2,23624.63,0.3,8.22,43,0.982,4.26,0.288,0.3,0.295,28,0,611,53000,High Risk,0.283
GIG-14390,Swiggy,Tier 2,22094.06,0.118,3.4,55,0.931,4.81,0.393,0.497,0.024,22,2,476,39000,Very High Risk,0.6689
GIG-14391,Urban Company,Tier 1,22770.24,0.378,16.12,51,0.793,3.53,0.213,0.558,0.128,39,0,613,51000,High Risk,0.2095
GIG-14392,Zepto,Tier 3,22970.26,0.233,27.11,43,0.806,4.84,0.355,0.621,0.02,59,0,591,50000,High Risk,0.1774
GIG-14393,Blinkit,Tier 3,33063.22,0.203,15.67,46,0.939,3.82,0.365,0.688,0.02,11,1,555,67000,High Risk,0.229
GIG-14394,Ola,Tier 2,22347.81,0.241,3.77,51,0.917,4.67,0.15,0.684,0.095,11,2,504,41000,Very High Risk,0.6381
GIG-14395,Zepto,Tier 3,34405.37,0.426,7.9,43,0.845,4.8,0.124,0.667,0.074,15,0,641,81000,Moderate Risk,0.0984
GIG-14396,Urban Company,Tier 2,39148.24,0.64,8.77,35,0.973,4.77,0.317,0.374,0.181,8,1,648,93000,Moderate Risk,0.0927
GIG-14397,Urban Company,Tier 3,36748.74,0.846,5.15,44,0.875,4.65,0.146,0.573,0.17,43,1,701,94000,Moderate Risk,0.095
GIG-14398,Porter,Tier 3,29144.65,0.348,-2.3,44,0.806,4.25,0.226,0.484,0.19,14,0,626,67000,High Risk,0.3213
GIG-14399,Zepto,Tier 2,25144.0,0.655,17.37,49,0.905,4.3,0.279,0.503,0.09,9,0,655,60000,Moderate Risk,0.1023
GIG-14400,Uber,Tier 3,16582.47,0.165,-2.69,28,0.923,4.96,0.389,0.625,0.02,31,0,538,33000,Very High Risk,0.4085
GIG-14401,Blinkit,Tier 3,14719.29,0.307,-0.83,28,0.955,3.57,0.127,0.392,0.363,46,0,580,31000,High Risk,0.2067
GIG-14402,Blinkit,Tier 2,35282.19,0.935,0.07,29,0.97,4.0,0.317,0.432,0.134,25,1,659,85000,Moderate Risk,0.1081
GIG-14403,Zepto,Tier 2,29017.36,0.489,1.88,42,0.977,3.69,0.199,0.434,0.255,29,1,612,65000,High Risk,0.2304
GIG-14404,Zepto,Tier 2,32867.08,0.859,-6.02,40,0.865,4.66,0.154,0.506,0.216,4,1,645,78000,Moderate Risk,0.1285
GIG-14405,Zomato,Tier 2,11000.0,0.153,12.26,57,0.832,4.87,0.371,0.408,0.138,8,0,582,23000,High Risk,0.2292
GIG-14406,Uber,Tier 3,35779.98,0.707,12.59,56,0.899,4.42,0.396,0.303,0.235,22,1,659,86000,Moderate Risk,0.1113
GIG-14407,Ola,Tier 3,34983.59,0.98,23.79,37,0.918,4.31,0.129,0.365,0.44,35,1,749,96000,Low Risk,0.0175
GIG-14408,Blinkit,Tier 1,25275.6,0.593,4.86,28,0.861,4.52,0.267,0.421,0.171,42,2,563,52000,High Risk,0.3269
GIG-14409,Urban Company,Tier 1,38596.05,0.563,6.72,46,0.953,4.45,0.177,0.538,0.192,51,0,678,96000,Moderate Risk,0.1104
GIG-14410,Zepto,Tier 1,30970.11,0.4,7.06,43,0.89,3.67,0.392,0.528,0.027,28,1,589,67000,High Risk,0.2726
GIG-14411,Zomato,Tier 2,12189.44,0.736,9.07,50,0.872,4.17,0.266,0.576,0.094,54,1,557,25000,High Risk,0.2231
GIG-14412,Porter,Tier 1,27021.27,0.268,18.66,43,0.845,3.92,0.271,0.319,0.349,8,1,580,57000,High Risk,0.2381
GIG-14413,Zomato,Tier 2,27912.3,0.184,-16.85,32,0.908,4.89,0.176,0.467,0.251,56,0,567,58000,High Risk,0.2769
GIG-14414,Swiggy,Tier 2,34898.01,0.747,11.91,43,0.929,4.5,0.178,0.384,0.34,41,0,718,92000,Moderate Risk,0.1146
GIG-14415,Swiggy,Tier 2,26763.94,0.169,6.25,38,0.786,3.84,0.141,0.382,0.378,39,0,611,60000,High Risk,0.2917
GIG-14416,Porter,Tier 3,20983.61,0.205,-2.78,41,0.797,3.96,0.32,0.415,0.134,24,0,538,41000,Very High Risk,0.5293
GIG-14417,Zomato,Tier 1,43677.52,0.94,23.04,40,0.864,4.48,0.172,0.31,0.417,50,0,783,125000,Low Risk,0.0112
GIG-14418,Zomato,Tier 3,36912.11,0.739,27.44,60,0.962,4.59,0.351,0.336,0.248,16,0,760,103000,Low Risk,0.0137
GIG-14419,Uber,Tier 3,29792.97,0.091,-4.58,40,0.875,4.8,0.321,0.598,0.022,50,0,564,62000,High Risk,0.3476
GIG-14420,Porter,Tier 1,30397.94,0.726,0.59,41,0.927,3.71,0.406,0.478,0.063,17,0,652,73000,Moderate Risk,0.119
GIG-14421,Uber,Tier 2,19594.66,0.688,23.52,48,0.972,4.15,0.156,0.672,0.078,43,0,667,48000,Moderate Risk,0.0841
GIG-14422,Urban Company,Tier 3,36736.82,0.801,13.0,46,0.79,3.79,0.224,0.571,0.071,3,0,703,95000,Moderate Risk,0.0719
GIG-14423,Porter,Tier 3,23622.91,0.683,-24.45,39,0.808,4.51,0.385,0.577,0.02,47,0,606,52000,High Risk,0.2419
GIG-14424,Ola,Tier 1,28264.31,0.351,-15.19,38,0.868,4.17,0.35,0.684,0.02,7,2,483,50000,Very High Risk,0.5917
GIG-14425,Zomato,Tier 1,21671.17,0.464,7.24,27,0.861,4.47,0.254,0.61,0.02,41,0,612,49000,High Risk,0.3059
GIG-14426,Swiggy,Tier 3,30844.78,0.836,-6.79,49,0.878,4.72,0.174,0.515,0.261,9,1,646,73000,Moderate Risk,0.1024
GIG-14427,Ola,Tier 1,18169.19,0.13,3.61,53,0.855,4.88,0.136,0.6,0.196,9,0,583,39000,High Risk,0.2547
GIG-14428,Porter,Tier 1,32494.81,0.761,-3.41,48,0.856,4.7,0.162,0.392,0.342,56,0,708,84000,Moderate Risk,0.1035
GIG-14429,Porter,Tier 2,27669.23,0.388,-0.11,49,0.814,3.63,0.194,0.564,0.14,6,0,612,62000,High Risk,0.2219
GIG-14430,Swiggy,Tier 2,31705.3,0.827,13.83,42,0.864,3.77,0.195,0.486,0.191,28,1,650,76000,Moderate Risk,0.1257
GIG-14431,Porter,Tier 1,31787.41,0.271,3.38,58,0.874,4.62,0.27,0.614,0.061,55,1,549,64000,Very High Risk,0.371
GIG-14432,Ola,Tier 3,23774.09,0.323,14.09,38,0.979,4.05,0.371,0.609,0.02,19,0,562,49000,High Risk,0.2353
GIG-14433,Porter,Tier 3,21992.84,0.094,12.25,56,0.853,4.28,0.382,0.318,0.157,42,0,572,46000,High Risk,0.1835
GIG-14434,Swiggy,Tier 2,32382.43,0.884,-7.77,49,0.826,4.16,0.346,0.302,0.298,12,1,655,78000,Moderate Risk,0.1
GIG-14435,Zomato,Tier 1,35478.69,0.59,-3.21,51,0.882,4.06,0.194,0.539,0.163,12,0,637,83000,High Risk,0.2241
GIG-14436,Ola,Tier 1,30178.97,0.894,2.63,49,0.812,4.62,0.134,0.471,0.259,35,2,615,68000,High Risk,0.2635
GIG-14437,Ola,Tier 2,19798.32,0.343,1.93,52,0.851,4.67,0.222,0.604,0.106,33,0,589,43000,High Risk,0.1644
GIG-14438,Urban Company,Tier 2,40229.93,0.942,16.16,45,0.847,4.54,0.256,0.607,0.02,45,0,730,108000,Moderate Risk,0.0934
GIG-14439,Swiggy,Tier 3,50520.55,0.892,-3.53,47,0.84,4.34,0.376,0.674,0.02,34,1,677,125000,Moderate Risk,0.1373
GIG-14440,Blinkit,Tier 3,29315.78,0.267,9.28,46,0.887,4.74,0.387,0.58,0.02,20,0,611,66000,High Risk,0.3143
GIG-14441,Zepto,Tier 2,33829.78,0.982,12.47,31,0.92,4.68,0.243,0.306,0.314,47,0,768,95000,Low Risk,0.0226
GIG-14442,Swiggy,Tier 2,39508.32,0.941,14.19,43,0.919,4.01,0.177,0.343,0.41,29,0,767,111000,Low Risk,0.0418
GIG-14443,Zepto,Tier 1,27763.13,0.687,16.07,51,0.897,4.0,0.192,0.356,0.329,4,1,662,67000,Moderate Risk,0.0887
GIG-14444,Urban Company,Tier 2,31306.04,0.786,-2.9,32,0.817,3.91,0.356,0.397,0.127,10,1,621,71000,High Risk,0.2283
GIG-14445,Zepto,Tier 1,20247.5,0.329,5.36,45,0.976,3.5,0.12,0.596,0.186,40,2,516,38000,Very High Risk,0.6274
GIG-14446,Urban Company,Tier 1,11000.0,0.599,13.57,54,0.962,3.9,0.384,0.67,0.02,44,0,597,24000,High Risk,0.2373
GIG-14447,Porter,Tier 1,40822.67,0.886,9.1,41,0.891,3.97,0.339,0.469,0.13,25,0,726,109000,Moderate Risk,0.0609
GIG-14448,Uber,Tier 2,32408.05,0.486,5.22,33,0.978,4.61,0.239,0.411,0.295,59,0,672,80000,Moderate Risk,0.1222
GIG-14449,Porter,Tier 2,24540.47,0.184,9.17,48,0.813,3.61,0.173,0.431,0.341,3,0,577,52000,High Risk,0.1835
GIG-14450,Uber,Tier 2,23139.18,0.276,5.52,42,0.941,3.74,0.385,0.311,0.208,35,0,590,50000,High Risk,0.2748
GIG-14451,Ola,Tier 2,44562.02,0.658,-0.82,47,0.894,3.62,0.126,0.605,0.133,60,0,677,111000,Moderate Risk,0.0793
GIG-14452,Zepto,Tier 3,29045.74,0.337,3.92,33,0.932,3.91,0.29,0.54,0.064,7,0,589,63000,High Risk,0.2917
GIG-14453,Uber,Tier 3,12087.4,0.779,-8.49,52,0.938,4.3,0.171,0.388,0.375,12,0,648,29000,Moderate Risk,0.1178
GIG-14454,Blinkit,Tier 3,25275.71,0.897,-3.34,64,0.906,4.06,0.404,0.436,0.02,49,1,557,52000,High Risk,0.2431
GIG-14455,Blinkit,Tier 2,36783.98,0.583,10.81,39,0.815,4.36,0.315,0.514,0.051,48,1,620,84000,High Risk,0.1837
GIG-14456,Uber,Tier 2,34043.5,0.897,-9.47,38,0.931,4.94,0.254,0.44,0.231,53,0,698,87000,Moderate Risk,0.0743
GIG-14457,Urban Company,Tier 2,27894.48,0.176,18.26,29,0.817,4.37,0.278,0.678,0.02,7,1,571,58000,High Risk,0.1685
GIG-14458,Porter,Tier 2,37935.85,0.644,1.08,63,0.834,4.97,0.219,0.349,0.35,33,1,655,91000,Moderate Risk,0.0851
GIG-14459,Uber,Tier 3,33066.56,0.873,3.59,48,0.902,4.76,0.15,0.544,0.244,48,0,731,89000,Moderate Risk,0.0971
GIG-14460,Urban Company,Tier 1,33986.17,0.836,33.13,39,0.868,4.33,0.213,0.349,0.386,47,0,765,95000,Low Risk,0.0455
GIG-14461,Blinkit,Tier 3,26278.05,0.345,14.92,56,0.98,4.0,0.312,0.567,0.069,40,0,604,58000,High Risk,0.3211
GIG-14462,Blinkit,Tier 3,28379.26,0.731,22.05,51,0.946,3.9,0.391,0.395,0.104,42,0,693,72000,Moderate Risk,0.1033
GIG-14463,Zepto,Tier 1,25695.56,0.23,8.69,30,0.922,4.01,0.186,0.534,0.219,5,0,610,57000,High Risk,0.1874
GIG-14464,Zomato,Tier 3,11000.0,0.69,-5.82,36,0.821,4.07,0.245,0.39,0.251,13,0,581,23000,High Risk,0.1895
GIG-14465,Ola,Tier 1,39656.9,0.868,24.65,36,0.83,4.65,0.236,0.337,0.373,45,0,792,115000,Low Risk,0.0266
GIG-14466,Swiggy,Tier 2,32928.8,0.737,-9.95,46,0.93,4.68,0.201,0.467,0.258,46,0,676,82000,Moderate Risk,0.1375
GIG-14467,Porter,Tier 2,37336.8,0.69,4.78,25,0.796,4.19,0.228,0.585,0.135,51,1,634,87000,High Risk,0.2333
GIG-14468,Ola,Tier 3,17309.31,0.234,1.71,47,0.987,4.46,0.303,0.477,0.142,53,0,556,35000,High Risk,0.1798
GIG-14469,Ola,Tier 1,27271.53,0.088,-15.17,27,0.854,4.0,0.174,0.358,0.37,60,0,579,58000,High Risk,0.1684
GIG-14470,Uber,Tier 3,28876.57,0.092,-8.47,43,0.941,4.52,0.141,0.444,0.293,60,0,563,60000,High Risk,0.1892
GIG-14471,Zepto,Tier 2,16666.38,0.322,6.5,47,0.952,3.97,0.265,0.629,0.02,7,0,587,36000,High Risk,0.3144
GIG-14472,Zomato,Tier 3,21255.97,0.422,7.53,37,0.93,3.77,0.165,0.319,0.45,19,1,618,48000,High Risk,0.3154
GIG-14473,Swiggy,Tier 1,21431.39,0.435,1.16,66,0.858,4.01,0.167,0.512,0.219,57,0,603,47000,High Risk,0.1659
GIG-14474,Swiggy,Tier 2,31100.06,0.374,17.31,30,0.893,3.89,0.219,0.677,0.021,51,1,595,68000,High Risk,0.2368
GIG-14475,Blinkit,Tier 3,34304.77,0.559,-5.19,47,0.987,4.89,0.187,0.65,0.086,43,0,641,81000,Moderate Risk,0.1044
GIG-14476,Zomato,Tier 1,37279.87,0.872,9.75,53,0.891,4.18,0.158,0.323,0.374,23,0,757,103000,Low Risk,0.0431
GIG-14477,Swiggy,Tier 3,16044.44,0.397,12.81,43,0.878,4.79,0.125,0.502,0.231,31,0,629,37000,High Risk,0.1713
GIG-14478,Zepto,Tier 1,21407.37,0.397,12.85,57,0.823,4.39,0.164,0.481,0.259,43,0,629,49000,High Risk,0.1582
GIG-14479,Ola,Tier 1,35382.74,0.554,2.58,34,0.888,3.84,0.18,0.308,0.403,19,0,686,89000,Moderate Risk,0.1045
GIG-14480,Porter,Tier 2,35603.26,0.555,15.86,37,0.805,4.66,0.206,0.416,0.277,46,0,706,92000,Moderate Risk,0.0771
GIG-14481,Urban Company,Tier 1,20385.3,0.147,1.69,52,0.818,4.35,0.287,0.548,0.085,15,0,571,43000,High Risk,0.1888
GIG-14482,Uber,Tier 2,34322.39,0.734,13.75,60,0.901,3.77,0.199,0.55,0.14,55,0,697,88000,Moderate Risk,0.0821
GIG-14483,Ola,Tier 1,32525.52,0.772,-0.8,33,0.806,3.65,0.149,0.437,0.312,40,0,690,82000,Moderate Risk,0.1308
GIG-14484,Zomato,Tier 3,33548.71,0.586,14.38,51,0.842,3.5,0.265,0.696,0.02,45,0,634,78000,High Risk,0.3161
GIG-14485,Swiggy,Tier 1,20313.88,0.25,15.03,21,0.841,4.29,0.326,0.325,0.202,5,0,593,44000,High Risk,0.1582
GIG-14486,Uber,Tier 1,11000.0,0.545,19.76,48,0.833,4.28,0.23,0.451,0.26,26,0,630,25000,High Risk,0.2161
GIG-14487,Zepto,Tier 3,21228.21,0.546,17.87,48,0.955,4.59,0.321,0.467,0.105,37,0,646,50000,Moderate Risk,0.1243
GIG-14488,Swiggy,Tier 2,47025.28,0.744,7.1,61,0.986,3.79,0.312,0.544,0.06,14,0,706,122000,Moderate Risk,0.0935
GIG-14489,Porter,Tier 1,19068.18,0.671,6.93,53,0.884,4.27,0.191,0.665,0.073,56,0,633,44000,High Risk,0.3225
GIG-14490,Ola,Tier 3,29573.27,0.159,-9.83,50,0.967,4.57,0.393,0.475,0.069,55,2,492,53000,Very High Risk,0.5587
GIG-14491,Porter,Tier 3,40243.64,0.571,13.22,37,0.943,3.81,0.175,0.447,0.322,25,0,715,106000,Moderate Risk,0.0944
GIG-14492,Blinkit,Tier 3,31289.88,0.755,23.68,48,0.972,4.14,0.252,0.367,0.24,60,0,718,82000,Moderate Risk,0.0863
GIG-14493,Uber,Tier 1,17687.58,0.377,-1.74,52,0.972,4.27,0.181,0.465,0.212,31,0,592,38000,High Risk,0.3372
GIG-14494,Zepto,Tier 3,34601.03,0.644,15.54,66,0.85,4.25,0.399,0.302,0.207,27,0,705,89000,Moderate Risk,0.1323
GIG-14495,Swiggy,Tier 3,45574.02,0.76,7.32,24,0.868,4.82,0.42,0.327,0.13,8,0,713,119000,Moderate Risk,0.1399
GIG-14496,Uber,Tier 3,19625.82,0.237,-7.71,34,0.916,3.8,0.265,0.357,0.298,22,0,550,40000,High Risk,0.3297
GIG-14497,Swiggy,Tier 1,35820.91,0.711,-5.09,41,0.839,4.61,0.223,0.383,0.333,34,0,679,89000,Moderate Risk,0.0938
GIG-14498,Ola,Tier 1,34022.24,0.651,8.11,45,0.833,4.89,0.165,0.344,0.376,41,0,744,93000,Low Risk,0.0314
GIG-14499,Blinkit,Tier 1,24740.09,0.252,-17.7,49,0.923,4.37,0.304,0.46,0.112,17,0,567,51000,High Risk,0.2532
GIG-14500,Urban Company,Tier 2,35400.13,0.946,22.9,36,0.819,3.73,0.302,0.572,0.068,27,0,727,94000,Moderate Risk,0.1132
GIG-14501,Blinkit,Tier 1,29863.16,0.307,5.37,33,0.87,4.3,0.36,0.629,0.02,58,0,573,63000,High Risk,0.2181
GIG-14502,Uber,Tier 2,19593.2,0.463,-8.3,68,0.797,3.64,0.284,0.315,0.279,7,4,434,31000,Very High Risk,0.5092
GIG-14503,Ola,Tier 3,33419.94,0.659,8.63,60,0.882,4.18,0.238,0.406,0.303,42,0,680,83000,Moderate Risk,0.1303
GIG-14504,Urban Company,Tier 2,29355.24,0.157,1.95,49,0.948,4.55,0.124,0.525,0.229,42,0,579,62000,High Risk,0.2893
GIG-14505,Zomato,Tier 3,30471.28,0.801,-8.05,47,0.885,4.52,0.363,0.357,0.156,47,0,651,73000,Moderate Risk,0.1012
GIG-14506,Swiggy,Tier 3,31455.48,0.523,9.72,35,0.829,3.7,0.308,0.343,0.252,33,0,681,79000,Moderate Risk,0.1241
GIG-14507,Urban Company,Tier 3,27971.07,0.284,-8.39,39,0.891,3.53,0.302,0.629,0.02,4,2,464,48000,Very High Risk,0.3756
GIG-14508,Zomato,Tier 2,19178.94,0.571,27.7,43,0.866,3.98,0.342,0.538,0.022,29,0,632,44000,High Risk,0.2739
GIG-14509,Urban Company,Tier 1,21849.43,0.471,11.3,55,0.954,4.75,0.224,0.405,0.266,24,0,642,51000,Moderate Risk,0.1393
GIG-14510,Zomato,Tier 1,26406.22,0.669,11.27,66,0.845,4.78,0.221,0.343,0.357,16,0,689,67000,Moderate Risk,0.0853
GIG-14511,Blinkit,Tier 3,32257.68,0.431,12.87,42,0.809,4.63,0.134,0.425,0.306,59,0,670,79000,Moderate Risk,0.1147
GIG-14512,Zomato,Tier 1,30479.92,0.706,17.7,47,0.825,3.81,0.346,0.559,0.02,34,0,637,71000,High Risk,0.1636
GIG-14513,Swiggy,Tier 3,23060.13,0.338,12.82,57,0.827,4.24,0.173,0.401,0.277,60,0,646,55000,Moderate Risk,0.072
GIG-14514,Zomato,Tier 2,11193.71,0.277,12.64,40,0.826,4.6,0.177,0.65,0.039,7,1,519,21000,Very High Risk,0.405
GIG-14515,Zepto,Tier 3,27922.61,0.283,13.78,36,0.79,4.96,0.202,0.428,0.295,50,0,656,67000,Moderate Risk,0.0864
GIG-14516,Swiggy,Tier 3,22414.2,0.506,-7.19,42,0.81,4.11,0.321,0.397,0.144,33,0,597,49000,High Risk,0.2953
GIG-14517,Uber,Tier 2,34013.44,0.568,16.94,39,0.831,4.56,0.143,0.554,0.159,49,0,706,88000,Moderate Risk,0.1176
GIG-14518,Zomato,Tier 1,11000.0,0.391,-13.28,24,0.857,4.36,0.327,0.305,0.23,5,0,551,22000,High Risk,0.2787
GIG-14519,Porter,Tier 3,29526.12,0.182,21.05,48,0.833,4.18,0.282,0.483,0.177,17,0,608,66000,High Risk,0.198
GIG-14520,Blinkit,Tier 2,32946.62,0.902,0.08,52,0.898,4.06,0.388,0.631,0.02,33,0,662,80000,Moderate Risk,0.1091
GIG-14521,Urban Company,Tier 1,19276.17,0.064,1.09,49,0.803,4.05,0.139,0.473,0.278,4,0,555,39000,High Risk,0.2538
GIG-14522,Zomato,Tier 1,28408.37,0.486,-12.28,63,0.793,4.51,0.168,0.42,0.288,52,0,643,67000,Moderate Risk,0.1025
GIG-14523,Ola,Tier 3,18664.61,0.58,27.89,47,0.942,4.16,0.238,0.539,0.118,41,0,645,44000,Moderate Risk,0.1255
GIG-14524,Zepto,Tier 3,32195.06,0.577,-5.41,34,0.974,4.06,0.268,0.524,0.071,46,0,634,75000,High Risk,0.2369
GIG-14525,Zomato,Tier 3,15643.35,0.539,3.23,45,0.875,4.77,0.149,0.446,0.317,33,0,652,37000,Moderate Risk,0.0945
GIG-14526,Zomato,Tier 2,31652.43,0.572,7.27,44,0.817,4.83,0.396,0.464,0.044,52,0,642,75000,Moderate Risk,0.0863
GIG-14527,Zepto,Tier 3,30575.83,0.768,1.86,52,0.828,4.46,0.419,0.592,0.02,11,0,676,76000,Moderate Risk,0.0703
GIG-14528,Zepto,Tier 3,18151.13,0.286,-0.59,35,0.829,3.96,0.319,0.326,0.25,30,0,577,38000,High Risk,0.229
GIG-14529,Uber,Tier 1,16569.5,0.053,1.34,46,0.966,4.93,0.385,0.689,0.02,31,1,494,30000,Very High Risk,0.5271
GIG-14530,Swiggy,Tier 3,25019.22,0.221,2.41,48,0.89,4.02,0.402,0.694,0.02,60,0,558,51000,High Risk,0.1504
GIG-14531,Blinkit,Tier 2,31993.92,0.644,-15.29,57,0.965,4.12,0.209,0.551,0.118,15,0,645,76000,Moderate Risk,0.0727
GIG-14532,Blinkit,Tier 2,20906.87,0.081,20.94,37,0.926,4.29,0.323,0.571,0.041,6,0,566,43000,High Risk,0.1536
GIG-14533,Ola,Tier 1,41419.63,0.639,17.05,48,0.979,4.6,0.221,0.348,0.285,8,0,714,108000,Moderate Risk,0.138
GIG-14534,Zomato,Tier 1,34242.1,0.72,13.27,42,0.958,3.68,0.339,0.475,0.085,29,0,645,81000,Moderate Risk,0.0821
GIG-14535,Zomato,Tier 1,14912.36,0.29,23.32,44,0.957,3.59,0.243,0.344,0.297,58,0,606,33000,High Risk,0.1642
GIG-14536,Ola,Tier 1,37820.15,0.774,-5.5,62,0.901,3.66,0.404,0.329,0.141,7,3,532,74000,Very High Risk,0.4685
GIG-14537,Zomato,Tier 1,30000.5,0.575,7.69,61,0.945,3.61,0.304,0.687,0.02,31,0,622,68000,High Risk,0.195
GIG-14538,Uber,Tier 2,42262.6,0.662,1.98,50,0.949,4.34,0.249,0.685,0.02,5,0,691,107000,Moderate Risk,0.1326
GIG-14539,Blinkit,Tier 2,23757.48,0.15,9.84,47,0.896,4.18,0.328,0.505,0.062,41,2,459,40000,Very High Risk,0.6525
GIG-14540,Ola,Tier 2,18766.42,0.283,9.76,48,0.924,3.66,0.334,0.331,0.279,11,0,598,41000,High Risk,0.1546
GIG-14541,Zepto,Tier 2,31977.0,0.585,0.69,38,0.887,4.72,0.143,0.52,0.244,45,0,644,76000,Moderate Risk,0.0879
GIG-14542,Swiggy,Tier 3,26859.71,0.229,4.41,31,0.931,4.19,0.187,0.627,0.059,7,0,609,60000,High Risk,0.2544
GIG-14543,Swiggy,Tier 2,31134.65,0.543,1.57,59,0.988,3.78,0.135,0.485,0.301,37,0,653,75000,Moderate Risk,0.0995
GIG-14544,Ola,Tier 2,11000.0,0.462,-7.95,32,0.869,4.97,0.147,0.418,0.356,48,3,461,19000,Very High Risk,0.4984
GIG-14545,Blinkit,Tier 1,17171.35,0.287,-8.99,50,0.804,3.62,0.356,0.474,0.025,31,2,441,28000,Very High Risk,0.4082
GIG-14546,Urban Company,Tier 2,24567.95,0.44,17.15,42,0.866,4.53,0.318,0.588,0.02,52,0,620,56000,High Risk,0.1614
GIG-14547,Urban Company,Tier 3,35700.04,0.648,5.72,40,0.938,4.95,0.335,0.401,0.201,18,0,674,88000,Moderate Risk,0.0754
GIG-14548,Urban Company,Tier 2,32999.07,0.555,7.72,39,0.946,3.77,0.166,0.331,0.429,47,0,709,86000,Moderate Risk,0.1239
GIG-14549,Swiggy,Tier 1,28803.64,0.204,11.28,47,0.928,4.07,0.192,0.512,0.238,25,1,581,61000,High Risk,0.2809
GIG-14550,Zepto,Tier 3,31207.88,0.683,9.74,50,0.884,4.3,0.202,0.315,0.357,42,2,642,73000,Moderate Risk,0.0985
GIG-14551,Porter,Tier 2,29588.93,0.802,5.41,40,0.957,3.51,0.36,0.575,0.02,8,1,620,67000,High Risk,0.1753
GIG-14552,Ola,Tier 1,29292.11,0.124,-5.55,52,0.978,4.21,0.384,0.548,0.02,56,0,567,61000,High Risk,0.1835
GIG-14553,Ola,Tier 2,30599.47,0.416,9.34,25,0.943,4.11,0.401,0.63,0.02,50,0,611,69000,High Risk,0.2226
GIG-14554,Ola,Tier 1,24281.75,0.429,31.04,51,0.875,3.97,0.374,0.508,0.02,26,4,462,41000,Very High Risk,0.5789
GIG-14555,Uber,Tier 1,33414.77,0.74,3.53,41,0.803,4.02,0.334,0.436,0.149,18,0,678,83000,Moderate Risk,0.0617
GIG-14556,Porter,Tier 3,30262.25,0.705,-0.67,52,0.958,4.28,0.126,0.657,0.129,51,0,655,73000,Moderate Risk,0.1255
GIG-14557,Porter,Tier 1,17689.7,0.132,-3.83,35,0.982,3.92,0.418,0.302,0.182,4,0,535,35000,Very High Risk,0.6681
GIG-14558,Porter,Tier 1,22280.05,0.657,2.02,46,0.892,4.24,0.298,0.584,0.02,20,0,628,51000,High Risk,0.291
GIG-14559,Urban Company,Tier 3,23774.31,0.536,14.85,47,0.968,4.63,0.181,0.314,0.454,27,0,704,61000,Moderate Risk,0.1017
GIG-14560,Urban Company,Tier 1,34737.67,0.903,15.66,38,0.873,4.29,0.326,0.495,0.06,6,1,675,86000,Moderate Risk,0.117
GIG-14561,Urban Company,Tier 3,32992.49,0.358,-6.24,40,0.943,4.63,0.203,0.338,0.324,27,0,663,80000,Moderate Risk,0.0625
GIG-14562,Porter,Tier 1,16135.98,0.218,-2.02,45,0.808,4.24,0.224,0.381,0.25,58,2,470,28000,Very High Risk,0.5517
