employee_id,years_experience,education_level,department,location,performance_rating,certifications,remote_status,annual_salary
EMP1388,6,phd,engineering,bengaluru,2,3,remote,137696
EMP1389,19,bachelor,finance,delhi,1,0,onsite,139920
EMP1390,0,high_school,product,bengaluru,5,4,remote,91783
EMP1391,13,master,product,hyderabad,4,3,hybrid,147567
EMP1392,23,master,sales,mumbai,2,3,remote,170731
EMP1393,13,phd,engineering,pune,3,4,remote,155629
EMP1394,20,,product,delhi,3,3,remote,172536
EMP1395,1,high_school,product,pune,5,4,remote,98600
EMP1396,24,phd,product,delhi,2,2,hybrid,182275
EMP1397,6,high_school,engineering,pune,1,4,onsite,105184
EMP1398,15,high_school,finance,delhi,3,3,hybrid,124390
EMP1399,24,phd,product,mumbai,3,1,remote,193665
EMP1400,5,bachelor,product,pune,3,2,hybrid,107988
EMP1401,22,master,sales,mumbai,1,2,hybrid,163746
EMP1402,0,phd,finance,pune,3,1,remote,103393
EMP1403,20,master,finance,delhi,2,4,onsite,153658
EMP1404,3,master,finance,hyderabad,3,3,hybrid,107322
EMP1405,21,high_school,engineering,pune,2,3,hybrid,152734
EMP1406,9,bachelor,product,pune,1,2,hybrid,110254
EMP1407,19,master,finance,pune,5,4,onsite,161948
EMP1408,15,high_school,sales,mumbai,2,1,hybrid,128275
EMP1409,7,,sales,bengaluru,4,3,onsite,132251
EMP1410,15,high_school,,hyderabad,2,1,onsite,115214
EMP1411,13,master,engineering,pune,5,1,onsite,144831
EMP1412,7,bachelor,operations,bengaluru,3,0,onsite,96325
EMP1413,17,master,sales,pune,2,2,remote,146008
EMP1414,18,phd,sales,mumbai,4,2,hybrid,173861
EMP1415,0,phd,product,delhi,1,1,onsite,100962
EMP1416,21,high_school,product,pune,4,4,onsite,147885
EMP1417,3,high_school,operations,hyderabad,2,2,onsite,76221
EMP1418,10,bachelor,sales,hyderabad,3,4,onsite,114650
EMP1419,20,bachelor,finance,bengaluru,3,2,hybrid,148703
EMP1420,22,bachelor,sales,bengaluru,1,2,onsite,150787
EMP1421,6,bachelor,product,mumbai,3,4,remote,121297
EMP1422,10,phd,engineering,bengaluru,5,4,onsite,157107
EMP1423,3,bachelor,operations,mumbai,3,4,onsite,92231
EMP1424,3,high_school,engineering,pune,3,4,onsite,103921
EMP1425,15,bachelor,finance,mumbai,2,1,hybrid,129081
EMP1426,13,phd,sales,hyderabad,3,4,remote,148875
EMP1427,4,bachelor,sales,pune,1,3,hybrid,95959
EMP1428,14,phd,engineering,pune,1,0,onsite,145833
EMP1429,17,phd,engineering,bengaluru,5,3,onsite,177071
EMP1430,0,master,finance,hyderabad,4,4,hybrid,94980
EMP1431,8,bachelor,finance,bengaluru,5,3,onsite,119990
EMP1432,12,phd,engineering,hyderabad,1,0,remote,149821
EMP1433,17,master,product,bengaluru,2,4,hybrid,161394
EMP1434,12,high_school,finance,pune,4,3,onsite,113482
EMP1435,14,phd,sales,hyderabad,4,3,onsite,154483
EMP1436,23,high_school,engineering,hyderabad,5,2,onsite,165533
EMP1437,8,phd,finance,mumbai,4,1,hybrid,134527
EMP1438,1,phd,finance,bengaluru,5,3,onsite,118172
EMP1439,3,bachelor,sales,bengaluru,5,3,onsite,99439
EMP1440,10,phd,product,pune,4,2,hybrid,143891
EMP1441,1,bachelor,operations,mumbai,2,2,hybrid,85472
EMP1442,4,bachelor,sales,mumbai,2,1,remote,105304
EMP1443,7,master,product,hyderabad,1,4,remote,118275
EMP1444,17,master,engineering,bengaluru,2,4,onsite,160858
EMP1445,2,bachelor,product,hyderabad,2,4,remote,100863
EMP1446,4,high_school,operations,delhi,2,1,onsite,82207
EMP1447,19,phd,operations,mumbai,1,4,remote,169422
EMP1448,22,bachelor,engineering,hyderabad,1,2,hybrid,155572
EMP1449,20,master,operations,delhi,4,2,remote,151012
EMP1450,15,,sales,hyderabad,1,3,onsite,153062
EMP1451,16,master,engineering,hyderabad,1,1,onsite,148490
EMP1452,21,bachelor,operations,delhi,1,0,hybrid,141155
EMP1453,21,high_school,operations,pune,3,4,remote,141678
EMP1454,4,high_school,sales,pune,2,3,onsite,88805
EMP1455,22,bachelor,sales,pune,4,2,remote,160638
EMP1456,14,high_school,finance,mumbai,3,3,hybrid,129530
EMP1457,1,high_school,finance,mumbai,4,3,hybrid,85058
EMP1458,9,bachelor,sales,pune,5,2,onsite,118932
EMP1459,0,bachelor,engineering,bengaluru,1,2,remote,94010
EMP1460,15,high_school,product,delhi,1,2,remote,126850
EMP1461,10,master,product,bengaluru,4,1,hybrid,138695
EMP1462,9,high_school,engineering,hyderabad,5,1,remote,117063
EMP1463,7,phd,operations,hyderabad,3,4,remote,124764
EMP1464,8,bachelor,sales,pune,1,3,onsite,102171
EMP1465,11,master,engineering,delhi,4,2,hybrid,143689
EMP1466,2,phd,finance,pune,1,3,hybrid,104446
EMP1467,13,high_school,,bengaluru,3,2,remote,122538
EMP1468,6,high_school,product,mumbai,2,2,remote,106477
EMP1469,16,high_school,sales,bengaluru,3,2,hybrid,128114
EMP1470,11,high_school,sales,hyderabad,1,1,onsite,105663
EMP1471,11,bachelor,product,pune,1,0,onsite,109916
EMP1472,11,phd,finance,pune,3,2,onsite,138381
EMP1473,20,bachelor,engineering,hyderabad,3,1,hybrid,157129
EMP1474,12,,engineering,pune,2,0,hybrid,149008
EMP1475,11,bachelor,operations,bengaluru,5,3,hybrid,128611
EMP1476,10,bachelor,engineering,hyderabad,1,0,hybrid,115826
EMP1477,16,master,finance,delhi,4,4,remote,146180
EMP1478,13,master,engineering,bengaluru,3,4,remote,158907
EMP1479,11,bachelor,product,delhi,1,4,remote,125428
EMP1480,12,bachelor,,pune,3,4,onsite,117390
EMP1481,0,bachelor,,hyderabad,1,1,hybrid,74283
EMP1482,13,bachelor,finance,bengaluru,5,0,remote,127345
EMP1483,19,phd,finance,mumbai,5,3,remote,173346
EMP1484,19,master,product,delhi,5,2,hybrid,163127
EMP1485,5,phd,sales,delhi,5,4,hybrid,130987
EMP1486,13,phd,operations,hyderabad,3,4,remote,147776
EMP1487,18,bachelor,product,pune,,0,remote,141557
EMP1488,0,master,engineering,delhi,4,4,remote,118660
EMP1489,16,phd,finance,hyderabad,3,3,hybrid,150402
EMP1490,0,phd,operations,delhi,3,2,onsite,95975
EMP1491,21,master,sales,bengaluru,3,1,remote,166511
EMP1492,2,phd,,bengaluru,5,4,remote,117843
EMP1493,21,bachelor,product,hyderabad,5,4,remote,167201
EMP1494,23,high_school,sales,pune,1,3,onsite,145312
EMP1495,4,phd,finance,pune,3,2,remote,118213
EMP1496,9,bachelor,product,hyderabad,2,4,onsite,120506
EMP1497,2,bachelor,product,mumbai,4,0,hybrid,101668
EMP1498,7,master,finance,mumbai,1,2,hybrid,110904
EMP1499,3,high_school,,bengaluru,2,0,remote,92711
EMP1500,3,bachelor,engineering,delhi,5,2,onsite,108310
