schema,table,ordinal,column,type,nullable,default,primary_key,unique,references,definition
integration,import_jobs,4,job_type,text,no,,no,no,,job_type text NOT NULL
integration,import_jobs,5,source_file_id,uuid,yes,,no,no,integration.files(id),source_file_id uuid REFERENCES integration.files(id)
integration,import_jobs,6,mapping_profile_id,uuid,yes,,no,no,integration.mapping_profiles(id),mapping_profile_id uuid REFERENCES integration.mapping_profiles(id)
integration,import_jobs,7,status,core.execution_status,no,'queued',no,no,,status core.execution_status NOT NULL DEFAULT 'queued'
integration,import_jobs,8,requested_by,uuid,yes,,no,no,iam.users(id),requested_by uuid REFERENCES iam.users(id)
integration,import_jobs,9,requested_at,timestamptz,no,now(),no,no,,requested_at timestamptz NOT NULL DEFAULT now()
integration,import_jobs,10,started_at,timestamptz,yes,,no,no,,started_at timestamptz
integration,import_jobs,11,completed_at,timestamptz,yes,,no,no,,completed_at timestamptz
integration,import_jobs,12,total_records,bigint,yes,,no,no,,total_records bigint
integration,import_jobs,13,succeeded_records,bigint,yes,,no,no,,succeeded_records bigint
integration,import_jobs,14,failed_records,bigint,yes,,no,no,,failed_records bigint
integration,import_jobs,15,skipped_records,bigint,yes,,no,no,,skipped_records bigint
integration,import_jobs,16,checkpoint,jsonb,no,'{}',no,no,,checkpoint jsonb NOT NULL DEFAULT '{}'
integration,import_jobs,17,error_summary,text,yes,,no,no,,error_summary text
integration,import_jobs,18,correlation_id,uuid,no,gen_random_uuid(),no,no,,correlation_id uuid NOT NULL DEFAULT gen_random_uuid()
integration,import_records,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,import_records,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,import_records,3,import_job_id,uuid,no,,no,no,integration.import_jobs(id),import_job_id uuid NOT NULL REFERENCES integration.import_jobs(id) ON DELETE CASCADE
integration,import_records,4,record_number,bigint,no,,no,no,,record_number bigint NOT NULL
integration,import_records,5,source_identifier,text,yes,,no,no,,source_identifier text
integration,import_records,6,status,text,no,,no,no,,status text NOT NULL
integration,import_records,7,canonical_entity_type,text,yes,,no,no,,canonical_entity_type text
integration,import_records,8,canonical_entity_id,uuid,yes,,no,no,,canonical_entity_id uuid
integration,import_records,9,validation_errors,jsonb,no,'[]',no,no,,validation_errors jsonb NOT NULL DEFAULT '[]'
integration,import_records,10,source_payload,jsonb,yes,,no,no,,source_payload jsonb
integration,import_records,11,processed_at,timestamptz,yes,,no,no,,processed_at timestamptz
integration,import_records,12,"UNIQUE(import_job_id,record_number)",,yes,,no,yes,,"UNIQUE(import_job_id,record_number)"
integration,sync_checkpoints,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,sync_checkpoints,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,sync_checkpoints,3,source_system_id,uuid,no,,no,no,integration.source_systems(id),source_system_id uuid NOT NULL REFERENCES integration.source_systems(id)
integration,sync_checkpoints,4,sync_domain,text,no,,no,no,,sync_domain text NOT NULL
integration,sync_checkpoints,5,cursor_value,text,yes,,no,no,,cursor_value text
integration,sync_checkpoints,6,watermark_time,timestamptz,yes,,no,no,,watermark_time timestamptz
integration,sync_checkpoints,7,last_success_at,timestamptz,yes,,no,no,,last_success_at timestamptz
integration,sync_checkpoints,8,last_attempt_at,timestamptz,yes,,no,no,,last_attempt_at timestamptz
integration,sync_checkpoints,9,last_status,text,yes,,no,no,,last_status text
integration,sync_checkpoints,10,error_detail,text,yes,,no,no,,error_detail text
integration,sync_checkpoints,11,updated_at,timestamptz,no,now(),no,no,,updated_at timestamptz NOT NULL DEFAULT now()
integration,sync_checkpoints,12,"UNIQUE(source_system_id,sync_domain)",,yes,,no,yes,,"UNIQUE(source_system_id,sync_domain)"
integration,external_events,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,external_events,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,external_events,3,source_system_id,uuid,yes,,no,no,integration.source_systems(id),source_system_id uuid REFERENCES integration.source_systems(id)
integration,external_events,4,event_type,text,no,,no,no,,event_type text NOT NULL
integration,external_events,5,event_id,text,yes,,no,no,,event_id text
integration,external_events,6,occurred_at,timestamptz,yes,,no,no,,occurred_at timestamptz
integration,external_events,7,received_at,timestamptz,no,now(),no,no,,received_at timestamptz NOT NULL DEFAULT now()
integration,external_events,8,payload,jsonb,no,,no,no,,payload jsonb NOT NULL
integration,external_events,9,payload_hash,core.sha256_hex,no,,no,no,,payload_hash core.sha256_hex NOT NULL
integration,external_events,10,processing_status,text,no,'received',no,no,,processing_status text NOT NULL DEFAULT 'received'
integration,external_events,11,processed_at,timestamptz,yes,,no,no,,processed_at timestamptz
integration,external_events,12,correlation_id,text,yes,,no,no,,correlation_id text
integration,external_events,13,causation_id,text,yes,,no,no,,causation_id text
integration,webhooks,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,webhooks,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,webhooks,3,name,text,no,,no,no,,name text NOT NULL
integration,webhooks,4,direction,core.direction,no,,no,no,,direction core.direction NOT NULL
integration,webhooks,5,endpoint_uri,text,yes,,no,no,,endpoint_uri text
integration,webhooks,6,secret_reference,text,yes,,no,no,,secret_reference text
integration,webhooks,7,event_types,text[],no,'{}',no,no,,event_types text[] NOT NULL DEFAULT '{}'
integration,webhooks,8,signature_algorithm,text,no,'HMAC-SHA256',no,no,,signature_algorithm text NOT NULL DEFAULT 'HMAC-SHA256'
integration,webhooks,9,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
integration,webhooks,10,retry_policy,jsonb,no,'{}',no,no,,retry_policy jsonb NOT NULL DEFAULT '{}'
integration,webhooks,11,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
integration,webhooks,12,"UNIQUE(tenant_id,name)",,yes,,no,yes,,"UNIQUE(tenant_id,name)"
integration,webhook_deliveries,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,webhook_deliveries,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,webhook_deliveries,3,webhook_id,uuid,no,,no,no,integration.webhooks(id),webhook_id uuid NOT NULL REFERENCES integration.webhooks(id) ON DELETE CASCADE
integration,webhook_deliveries,4,event_id,uuid,yes,,no,no,integration.external_events(id),event_id uuid REFERENCES integration.external_events(id)
integration,webhook_deliveries,5,attempt_number,integer,no,,no,no,,attempt_number integer NOT NULL
integration,webhook_deliveries,6,requested_at,timestamptz,no,,no,no,,requested_at timestamptz NOT NULL
integration,webhook_deliveries,7,completed_at,timestamptz,yes,,no,no,,completed_at timestamptz
integration,webhook_deliveries,8,response_status,integer,yes,,no,no,,response_status integer
integration,webhook_deliveries,9,response_headers,jsonb,yes,,no,no,,response_headers jsonb
integration,webhook_deliveries,10,response_body_redacted,text,yes,,no,no,,response_body_redacted text
integration,webhook_deliveries,11,outcome,text,no,,no,no,,outcome text NOT NULL
integration,webhook_deliveries,12,next_retry_at,timestamptz,yes,,no,no,,next_retry_at timestamptz
integration,webhook_deliveries,13,error_detail,text,yes,,no,no,,error_detail text
integration,webhook_deliveries,14,"UNIQUE(webhook_id,event_id,attempt_number)",,yes,,no,yes,,"UNIQUE(webhook_id,event_id,attempt_number)"
integration,outbox_events,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,outbox_events,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,outbox_events,3,aggregate_type,text,no,,no,no,,aggregate_type text NOT NULL
integration,outbox_events,4,aggregate_id,uuid,no,,no,no,,aggregate_id uuid NOT NULL
integration,outbox_events,5,event_type,text,no,,no,no,,event_type text NOT NULL
integration,outbox_events,6,payload,jsonb,no,,no,no,,payload jsonb NOT NULL
integration,outbox_events,7,headers,jsonb,no,'{}',no,no,,headers jsonb NOT NULL DEFAULT '{}'
integration,outbox_events,8,occurred_at,timestamptz,no,now(),no,no,,occurred_at timestamptz NOT NULL DEFAULT now()
integration,outbox_events,9,available_at,timestamptz,no,now(),no,no,,available_at timestamptz NOT NULL DEFAULT now()
integration,outbox_events,10,published_at,timestamptz,yes,,no,no,,published_at timestamptz
integration,outbox_events,11,publish_attempts,integer,no,0,no,no,,publish_attempts integer NOT NULL DEFAULT 0
integration,outbox_events,12,last_error,text,yes,,no,no,,last_error text
integration,outbox_events,13,correlation_id,uuid,yes,,no,no,,correlation_id uuid
integration,outbox_events,14,causation_id,uuid,yes,,no,no,,causation_id uuid
integration,inbox_events,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,inbox_events,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,inbox_events,3,source_name,text,no,,no,no,,source_name text NOT NULL
integration,inbox_events,4,external_event_id,text,no,,no,no,,external_event_id text NOT NULL
integration,inbox_events,5,event_type,text,no,,no,no,,event_type text NOT NULL
integration,inbox_events,6,received_at,timestamptz,no,now(),no,no,,received_at timestamptz NOT NULL DEFAULT now()
integration,inbox_events,7,processed_at,timestamptz,yes,,no,no,,processed_at timestamptz
integration,inbox_events,8,status,text,no,'received',no,no,,status text NOT NULL DEFAULT 'received'
integration,inbox_events,9,payload_hash,core.sha256_hex,no,,no,no,,payload_hash core.sha256_hex NOT NULL
integration,inbox_events,10,error_detail,text,yes,,no,no,,error_detail text
integration,inbox_events,11,"UNIQUE(tenant_id,source_name,external_event_id)",,yes,,no,yes,,"UNIQUE(tenant_id,source_name,external_event_id)"
integration,dead_letters,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,dead_letters,2,tenant_id,uuid,yes,,no,no,core.tenants(id),tenant_id uuid REFERENCES core.tenants(id) ON DELETE CASCADE
integration,dead_letters,3,source_type,text,no,,no,no,,source_type text NOT NULL
integration,dead_letters,4,source_id,uuid,yes,,no,no,,source_id uuid
integration,dead_letters,5,event_type,text,yes,,no,no,,event_type text
integration,dead_letters,6,payload_redacted,jsonb,yes,,no,no,,payload_redacted jsonb
integration,dead_letters,7,failure_reason,text,no,,no,no,,failure_reason text NOT NULL
integration,dead_letters,8,first_failed_at,timestamptz,no,,no,no,,first_failed_at timestamptz NOT NULL
integration,dead_letters,9,last_failed_at,timestamptz,no,,no,no,,last_failed_at timestamptz NOT NULL
integration,dead_letters,10,attempts,integer,no,,no,no,,attempts integer NOT NULL
integration,dead_letters,11,status,text,no,'open',no,no,,status text NOT NULL DEFAULT 'open'
integration,dead_letters,12,resolved_at,timestamptz,yes,,no,no,,resolved_at timestamptz
integration,dead_letters,13,resolved_by,uuid,yes,,no,no,iam.users(id),resolved_by uuid REFERENCES iam.users(id)
integration,idempotency_keys,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
integration,idempotency_keys,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
integration,idempotency_keys,3,scope,text,no,,no,no,,scope text NOT NULL
integration,idempotency_keys,4,idempotency_key,text,no,,no,no,,idempotency_key text NOT NULL
integration,idempotency_keys,5,request_hash,core.sha256_hex,no,,no,no,,request_hash core.sha256_hex NOT NULL
integration,idempotency_keys,6,response_status,integer,yes,,no,no,,response_status integer
integration,idempotency_keys,7,response_body,jsonb,yes,,no,no,,response_body jsonb
integration,idempotency_keys,8,resource_type,text,yes,,no,no,,resource_type text
integration,idempotency_keys,9,resource_id,uuid,yes,,no,no,,resource_id uuid
integration,idempotency_keys,10,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
integration,idempotency_keys,11,expires_at,timestamptz,no,,no,no,,expires_at timestamptz NOT NULL
integration,idempotency_keys,12,"UNIQUE(tenant_id,scope,idempotency_key)",,yes,,no,yes,,"UNIQUE(tenant_id,scope,idempotency_key)"
mcp,servers,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,servers,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,servers,3,server_key,citext,no,,no,no,,server_key citext NOT NULL
mcp,servers,4,name,text,no,,no,no,,name text NOT NULL
mcp,servers,5,description,text,yes,,no,no,,description text
mcp,servers,6,canonical_resource_uri,text,no,,no,no,,canonical_resource_uri text NOT NULL
mcp,servers,7,protocol_version,text,no,,no,no,,protocol_version text NOT NULL
mcp,servers,8,transport_type,text,no,,no,no,,"transport_type text NOT NULL CHECK(transport_type IN('streamable_http','stdio','custom'))"
mcp,servers,9,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
mcp,servers,10,auth_required,boolean,no,true,no,no,,auth_required boolean NOT NULL DEFAULT true
mcp,servers,11,authorization_servers,text[],no,'{}',no,no,,authorization_servers text[] NOT NULL DEFAULT '{}'
mcp,servers,12,protected_resource_metadata,jsonb,no,'{}',no,no,,protected_resource_metadata jsonb NOT NULL DEFAULT '{}'
mcp,servers,13,instructions,text,yes,,no,no,,instructions text
mcp,servers,14,metadata,jsonb,no,'{}',no,no,,metadata jsonb NOT NULL DEFAULT '{}'
mcp,servers,15,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
mcp,servers,16,updated_at,timestamptz,no,now(),no,no,,updated_at timestamptz NOT NULL DEFAULT now()
mcp,servers,17,row_version,bigint,no,1,no,no,,row_version bigint NOT NULL DEFAULT 1
mcp,servers,18,"UNIQUE(tenant_id,server_key)",,yes,,no,yes,,"UNIQUE(tenant_id,server_key)"
mcp,servers,19,"UNIQUE(tenant_id,canonical_resource_uri)",,yes,,no,yes,,"UNIQUE(tenant_id,canonical_resource_uri)"
mcp,server_deployments,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,server_deployments,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,server_deployments,3,server_id,uuid,no,,no,no,mcp.servers(id),server_id uuid NOT NULL REFERENCES mcp.servers(id) ON DELETE CASCADE
mcp,server_deployments,4,environment,text,no,,no,no,,environment text NOT NULL
mcp,server_deployments,5,deployment_version,text,no,,no,no,,deployment_version text NOT NULL
mcp,server_deployments,6,endpoint_uri,text,yes,,no,no,,endpoint_uri text
mcp,server_deployments,7,region,text,yes,,no,no,,region text
mcp,server_deployments,8,status,text,no,,no,no,,status text NOT NULL
mcp,server_deployments,9,deployed_at,timestamptz,yes,,no,no,,deployed_at timestamptz
mcp,server_deployments,10,commit_sha,text,yes,,no,no,,commit_sha text
mcp,server_deployments,11,image_digest,text,yes,,no,no,,image_digest text
mcp,server_deployments,12,configuration_hash,core.sha256_hex,yes,,no,no,,configuration_hash core.sha256_hex
mcp,server_deployments,13,healthcheck_uri,text,yes,,no,no,,healthcheck_uri text
mcp,server_deployments,14,last_healthy_at,timestamptz,yes,,no,no,,last_healthy_at timestamptz
mcp,server_deployments,15,"UNIQUE(server_id,environment,deployment_version)",,yes,,no,yes,,"UNIQUE(server_id,environment,deployment_version)"
mcp,server_capabilities,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,server_capabilities,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,server_capabilities,3,server_id,uuid,no,,no,no,mcp.servers(id),server_id uuid NOT NULL REFERENCES mcp.servers(id) ON DELETE CASCADE
mcp,server_capabilities,4,capability_name,text,no,,no,no,,capability_name text NOT NULL
mcp,server_capabilities,5,capability_config,jsonb,no,'{}',no,no,,capability_config jsonb NOT NULL DEFAULT '{}'
mcp,server_capabilities,6,enabled,boolean,no,true,no,no,,enabled boolean NOT NULL DEFAULT true
mcp,server_capabilities,7,"UNIQUE(server_id,capability_name)",,yes,,no,yes,,"UNIQUE(server_id,capability_name)"
mcp,clients,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,clients,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,clients,3,oauth_client_id,uuid,yes,,no,no,iam.oauth_clients(id),oauth_client_id uuid REFERENCES iam.oauth_clients(id)
mcp,clients,4,client_key,citext,no,,no,no,,client_key citext NOT NULL
mcp,clients,5,client_name,text,no,,no,no,,client_name text NOT NULL
mcp,clients,6,client_version,text,yes,,no,no,,client_version text
mcp,clients,7,protocol_versions,text[],no,'{}',no,no,,protocol_versions text[] NOT NULL DEFAULT '{}'
mcp,clients,8,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
mcp,clients,9,metadata,jsonb,no,'{}',no,no,,metadata jsonb NOT NULL DEFAULT '{}'
mcp,clients,10,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
mcp,clients,11,"UNIQUE(tenant_id,client_key)",,yes,,no,yes,,"UNIQUE(tenant_id,client_key)"
mcp,client_sessions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,client_sessions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,client_sessions,3,server_id,uuid,no,,no,no,mcp.servers(id),server_id uuid NOT NULL REFERENCES mcp.servers(id)
mcp,client_sessions,4,client_id,uuid,no,,no,no,mcp.clients(id),client_id uuid NOT NULL REFERENCES mcp.clients(id)
mcp,client_sessions,5,iam_session_id,uuid,yes,,no,no,iam.sessions(id),iam_session_id uuid REFERENCES iam.sessions(id)
mcp,client_sessions,6,negotiated_protocol_version,text,no,,no,no,,negotiated_protocol_version text NOT NULL
mcp,client_sessions,7,client_capabilities,jsonb,no,,no,no,,client_capabilities jsonb NOT NULL
mcp,client_sessions,8,server_capabilities,jsonb,no,,no,no,,server_capabilities jsonb NOT NULL
mcp,client_sessions,9,initialized_at,timestamptz,no,,no,no,,initialized_at timestamptz NOT NULL
mcp,client_sessions,10,last_activity_at,timestamptz,no,,no,no,,last_activity_at timestamptz NOT NULL
mcp,client_sessions,11,closed_at,timestamptz,yes,,no,no,,closed_at timestamptz
mcp,client_sessions,12,close_reason,text,yes,,no,no,,close_reason text
mcp,client_sessions,13,session_transport_id,text,yes,,no,no,,session_transport_id text
mcp,client_sessions,14,correlation_id,uuid,no,gen_random_uuid(),no,no,,correlation_id uuid NOT NULL DEFAULT gen_random_uuid()
mcp,tool_definitions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,tool_definitions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,tool_definitions,3,server_id,uuid,no,,no,no,mcp.servers(id),server_id uuid NOT NULL REFERENCES mcp.servers(id) ON DELETE CASCADE
mcp,tool_definitions,4,tool_name,text,no,,no,no,,tool_name text NOT NULL
mcp,tool_definitions,5,title,text,yes,,no,no,,title text
mcp,tool_definitions,6,description,text,no,,no,no,,description text NOT NULL
mcp,tool_definitions,7,annotations,jsonb,no,'{}',no,no,,annotations jsonb NOT NULL DEFAULT '{}'
mcp,tool_definitions,8,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
mcp,tool_definitions,9,requires_human_approval,boolean,no,false,no,no,,requires_human_approval boolean NOT NULL DEFAULT false
mcp,tool_definitions,10,risk_level,core.severity_level,no,'low',no,no,,risk_level core.severity_level NOT NULL DEFAULT 'low'
mcp,tool_definitions,11,idempotent,boolean,no,false,no,no,,idempotent boolean NOT NULL DEFAULT false
mcp,tool_definitions,12,read_only,boolean,no,false,no,no,,read_only boolean NOT NULL DEFAULT false
mcp,tool_definitions,13,destructive,boolean,no,false,no,no,,destructive boolean NOT NULL DEFAULT false
mcp,tool_definitions,14,open_world,boolean,no,false,no,no,,open_world boolean NOT NULL DEFAULT false
mcp,tool_definitions,15,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
mcp,tool_definitions,16,updated_at,timestamptz,no,now(),no,no,,updated_at timestamptz NOT NULL DEFAULT now()
mcp,tool_definitions,17,row_version,bigint,no,1,no,no,,row_version bigint NOT NULL DEFAULT 1
mcp,tool_definitions,18,"UNIQUE(server_id,tool_name)",,yes,,no,yes,,"UNIQUE(server_id,tool_name)"
mcp,tool_versions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,tool_versions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,tool_versions,3,tool_definition_id,uuid,no,,no,no,mcp.tool_definitions(id),tool_definition_id uuid NOT NULL REFERENCES mcp.tool_definitions(id) ON DELETE CASCADE
mcp,tool_versions,4,semantic_version,text,no,,no,no,,semantic_version text NOT NULL
mcp,tool_versions,5,input_schema,jsonb,no,,no,no,,input_schema jsonb NOT NULL
mcp,tool_versions,6,output_schema,jsonb,yes,,no,no,,output_schema jsonb
mcp,tool_versions,7,handler_reference,text,no,,no,no,,handler_reference text NOT NULL
mcp,tool_versions,8,timeout_ms,integer,no,30000,no,no,,timeout_ms integer NOT NULL DEFAULT 30000 CHECK(timeout_ms>0)
mcp,tool_versions,9,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
mcp,tool_versions,10,changelog,text,yes,,no,no,,changelog text
mcp,tool_versions,11,content_hash,core.sha256_hex,no,,no,no,,content_hash core.sha256_hex NOT NULL
mcp,tool_versions,12,effective_from,timestamptz,no,now(),no,no,,effective_from timestamptz NOT NULL DEFAULT now()
mcp,tool_versions,13,effective_to,timestamptz,yes,,no,no,,effective_to timestamptz
mcp,tool_versions,14,created_at,timestamptz,no,now(),no,no,,created_at timestamptz NOT NULL DEFAULT now()
mcp,tool_versions,15,"UNIQUE(tool_definition_id,semantic_version)",,yes,,no,yes,,"UNIQUE(tool_definition_id,semantic_version)"
mcp,tool_permissions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,tool_permissions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,tool_permissions,3,tool_definition_id,uuid,no,,no,no,mcp.tool_definitions(id),tool_definition_id uuid NOT NULL REFERENCES mcp.tool_definitions(id) ON DELETE CASCADE
mcp,tool_permissions,4,permission_id,uuid,no,,no,no,iam.permissions(id),permission_id uuid NOT NULL REFERENCES iam.permissions(id)
mcp,tool_permissions,5,scope_expression,jsonb,no,'{}',no,no,,scope_expression jsonb NOT NULL DEFAULT '{}'
mcp,tool_permissions,6,required,boolean,no,true,no,no,,required boolean NOT NULL DEFAULT true
mcp,tool_permissions,7,"UNIQUE(tool_definition_id,permission_id)",,yes,,no,yes,,"UNIQUE(tool_definition_id,permission_id)"
mcp,resource_definitions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,resource_definitions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,resource_definitions,3,server_id,uuid,no,,no,no,mcp.servers(id),server_id uuid NOT NULL REFERENCES mcp.servers(id) ON DELETE CASCADE
mcp,resource_definitions,4,uri,text,no,,no,no,,uri text NOT NULL
mcp,resource_definitions,5,name,text,no,,no,no,,name text NOT NULL
mcp,resource_definitions,6,title,text,yes,,no,no,,title text
mcp,resource_definitions,7,description,text,yes,,no,no,,description text
mcp,resource_definitions,8,mime_type,text,yes,,no,no,,mime_type text
mcp,resource_definitions,9,size_hint,bigint,yes,,no,no,,size_hint bigint
mcp,resource_definitions,10,handler_reference,text,no,,no,no,,handler_reference text NOT NULL
mcp,resource_definitions,11,classification,core.data_classification,no,'internal',no,no,,classification core.data_classification NOT NULL DEFAULT 'internal'
mcp,resource_definitions,12,contains_phi,boolean,no,false,no,no,,contains_phi boolean NOT NULL DEFAULT false
mcp,resource_definitions,13,subscribable,boolean,no,false,no,no,,subscribable boolean NOT NULL DEFAULT false
mcp,resource_definitions,14,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
mcp,resource_definitions,15,metadata,jsonb,no,'{}',no,no,,metadata jsonb NOT NULL DEFAULT '{}'
mcp,resource_definitions,16,"UNIQUE(server_id,uri)",,yes,,no,yes,,"UNIQUE(server_id,uri)"
mcp,resource_templates,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,resource_templates,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,resource_templates,3,server_id,uuid,no,,no,no,mcp.servers(id),server_id uuid NOT NULL REFERENCES mcp.servers(id) ON DELETE CASCADE
mcp,resource_templates,4,uri_template,text,no,,no,no,,uri_template text NOT NULL
mcp,resource_templates,5,name,text,no,,no,no,,name text NOT NULL
mcp,resource_templates,6,title,text,yes,,no,no,,title text
mcp,resource_templates,7,description,text,yes,,no,no,,description text
mcp,resource_templates,8,mime_type,text,yes,,no,no,,mime_type text
mcp,resource_templates,9,handler_reference,text,no,,no,no,,handler_reference text NOT NULL
mcp,resource_templates,10,input_schema,jsonb,no,'{}',no,no,,input_schema jsonb NOT NULL DEFAULT '{}'
mcp,resource_templates,11,classification,core.data_classification,no,'internal',no,no,,classification core.data_classification NOT NULL DEFAULT 'internal'
mcp,resource_templates,12,contains_phi,boolean,no,false,no,no,,contains_phi boolean NOT NULL DEFAULT false
mcp,resource_templates,13,status,core.record_status,no,'active',no,no,,status core.record_status NOT NULL DEFAULT 'active'
mcp,resource_templates,14,"UNIQUE(server_id,uri_template)",,yes,,no,yes,,"UNIQUE(server_id,uri_template)"
mcp,prompt_definitions,1,id,uuid,no,gen_random_uuid(),yes,no,,id uuid PRIMARY KEY DEFAULT gen_random_uuid()
mcp,prompt_definitions,2,tenant_id,uuid,no,,no,no,core.tenants(id),tenant_id uuid NOT NULL REFERENCES core.tenants(id) ON DELETE CASCADE
mcp,prompt_definitions,3,server_id,uuid,no,,no,no,mcp.servers(id),server_id uuid NOT NULL REFERENCES mcp.servers(id) ON DELETE CASCADE
mcp,prompt_definitions,4,prompt_name,text,no,,no,no,,prompt_name text NOT NULL
mcp,prompt_definitions,5,title,text,yes,,no,no,,title text
mcp,prompt_definitions,6,description,text,yes,,no,no,,description text
